Year,Cause of Death,State,State FIPS Code,HHS Region,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths
2009,Stroke,Illinois,IL,5,0-54,Floating,Nonmetropolitan,35,1073208,25,10
2009,Stroke,Virginia,VA,3,0-54,Floating,Nonmetropolitan,42,730022,18,24
2009,Stroke,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,45,1057420,26,19
2009,Stroke,Indiana,IN,5,0-54,Floating,Nonmetropolitan,48,1074942,25,23
2009,Stroke,Michigan,MI,5,0-54,Floating,Nonmetropolitan,49,1265024,30,19
2009,Stroke,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,51,816164,19,32
2009,Stroke,Louisiana,LA,6,0-54,Floating,Nonmetropolitan,51,576904,13,38
2009,Stroke,Missouri,MO,7,0-54,Floating,Nonmetropolitan,51,1098907,25,26
2009,Stroke,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,54,961748,21,33
2009,Stroke,South Carolina,SC,4,0-54,Floating,Nonmetropolitan,56,542884,12,44
2009,Stroke,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,61,1044612,24,37
2009,Stroke,Ohio,OH,5,0-54,Floating,Nonmetropolitan,73,1732547,40,33
2009,Stroke,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,74,1333226,31,43
2009,Stroke,Alabama,AL,4,0-54,Floating,Nonmetropolitan,76,840239,19,57
2009,Stroke,Georgia,GA,4,0-54,Floating,Nonmetropolitan,89,1306376,29,60
2009,Stroke,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,97,1552126,36,61
2009,Stroke,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,98,1223154,27,71
2009,Stroke,Texas,TX,6,0-54,Floating,Nonmetropolitan,128,2152452,48,80
2010,Stroke,Alaska,AK,10,0-54,Floating,Nonmetropolitan,.,180117,.,.
2010,Stroke,Arizona,AZ,9,0-54,Floating,Nonmetropolitan,.,249923,.,.
2010,Stroke,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,.,131264,.,.
2010,Stroke,Delaware,DE,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2010,Stroke,"District ofColumbia",DC,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2010,Stroke,Hawaii,HI,9,0-54,Floating,Nonmetropolitan,.,175781,.,.
2010,Stroke,Maryland,MD,3,0-54,Floating,Nonmetropolitan,.,103412,.,.
2010,Stroke,Massachusetts,MA,1,0-54,Floating,Nonmetropolitan,.,67237,.,.
2010,Stroke,Nevada,NV,9,0-54,Floating,Nonmetropolitan,.,186978,.,.
2010,Stroke,New Hampshire,NH,1,0-54,Floating,Nonmetropolitan,.,345147,.,.
2010,Stroke,New Jersey,NJ,2,0-54,Floating,Nonmetropolitan,.,.,.,.
2010,Stroke,North Dakota,ND,8,0-54,Floating,Nonmetropolitan,.,235441,.,.
2010,Stroke,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,.,.,.,.
2010,Stroke,South Dakota,SD,8,0-54,Floating,Nonmetropolitan,.,312572,.,.
2010,Stroke,Utah,UT,8,0-54,Floating,Nonmetropolitan,.,235417,.,.
2010,Stroke,Vermont,VT,1,0-54,Floating,Nonmetropolitan,.,283854,.,.
2010,Stroke,Wyoming,WY,8,0-54,Floating,Nonmetropolitan,.,294922,.,.
2010,Stroke,Nebraska,NE,7,0-54,Floating,Nonmetropolitan,13,466750,11,4
2010,Stroke,Oregon,OR,10,0-54,Floating,Nonmetropolitan,14,431113,10,5
2010,Stroke,Idaho,ID,10,0-54,Floating,Nonmetropolitan,15,403169,8,7
2010,Stroke,Maine,ME,1,0-54,Floating,Nonmetropolitan,15,369157,9,6
2010,Stroke,Colorado,CO,8,0-54,Floating,Nonmetropolitan,16,498444,11,5
2010,Stroke,Montana,MT,8,0-54,Floating,Nonmetropolitan,16,447225,10,6
2010,Stroke,Washington,WA,10,0-54,Floating,Nonmetropolitan,17,479287,10,7
2010,Stroke,Kansas,KS,7,0-54,Floating,Nonmetropolitan,19,685556,15,4
2010,Stroke,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,22,1049507,25,0
2010,Stroke,New Mexico,NM,6,0-54,Floating,Nonmetropolitan,23,499890,11,12
2010,Stroke,Pennsylvania,PA,3,0-54,Floating,Nonmetropolitan,23,1036581,24,1
2010,Stroke,California,CA,9,0-54,Floating,Nonmetropolitan,24,569876,13,11
2010,Stroke,West Virginia,WV,3,0-54,Floating,Nonmetropolitan,24,489220,11,13
2010,Stroke,Iowa,IA,7,0-54,Floating,Nonmetropolitan,25,893565,21,4
2010,Stroke,Minnesota,MN,5,0-54,Floating,Nonmetropolitan,25,857709,20,5
2010,Stroke,Louisiana,LA,6,0-54,Floating,Nonmetropolitan,26,575887,12,14
2010,Stroke,Florida,FL,4,0-54,Floating,Nonmetropolitan,27,497163,11,16
2010,Stroke,New York,NY,2,0-54,Floating,Nonmetropolitan,38,1006970,23,15
2010,Stroke,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,39,813706,18,21
2010,Stroke,Virginia,VA,3,0-54,Floating,Nonmetropolitan,42,724433,17,25
2010,Stroke,Illinois,IL,5,0-54,Floating,Nonmetropolitan,45,1066075,24,21
2010,Stroke,Indiana,IN,5,0-54,Floating,Nonmetropolitan,47,1068647,24,23
2010,Stroke,Missouri,MO,7,0-54,Floating,Nonmetropolitan,47,1098015,24,23
2010,Stroke,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,51,962448,21,30
2010,Stroke,South Carolina,SC,4,0-54,Floating,Nonmetropolitan,53,538577,12,41
2010,Stroke,Michigan,MI,5,0-54,Floating,Nonmetropolitan,58,1251771,29,29
2010,Stroke,Alabama,AL,4,0-54,Floating,Nonmetropolitan,67,836135,18,49
2010,Stroke,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,73,1040606,23,50
2010,Stroke,Ohio,OH,5,0-54,Floating,Nonmetropolitan,75,1718050,38,37
2010,Stroke,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,81,1551506,34,47
2010,Stroke,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,82,1326904,29,53
2010,Stroke,Georgia,GA,4,0-54,Floating,Nonmetropolitan,101,1303133,28,73
2010,Stroke,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,106,1215535,26,80
2010,Stroke,Texas,TX,6,0-54,Floating,Nonmetropolitan,121,2156170,46,75
2011,Stroke,Alaska,AK,10,0-54,Floating,Nonmetropolitan,.,181499,.,.
2011,Stroke,Arizona,AZ,9,0-54,Floating,Nonmetropolitan,.,248333,.,.
2011,Stroke,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,.,128426,.,.
2011,Stroke,Delaware,DE,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2011,Stroke,"District ofColumbia",DC,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2011,Stroke,Hawaii,HI,9,0-54,Floating,Nonmetropolitan,.,174889,.,.
2011,Stroke,Maryland,MD,3,0-54,Floating,Nonmetropolitan,.,102268,.,.
2011,Stroke,Massachusetts,MA,1,0-54,Floating,Nonmetropolitan,.,66427,.,.
2011,Stroke,Nevada,NV,9,0-54,Floating,Nonmetropolitan,.,184088,.,.
2011,Stroke,New Hampshire,NH,1,0-54,Floating,Nonmetropolitan,.,338899,.,.
2011,Stroke,New Jersey,NJ,2,0-54,Floating,Nonmetropolitan,.,.,.,.
2011,Stroke,North Dakota,ND,8,0-54,Floating,Nonmetropolitan,.,240145,.,.
2011,Stroke,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,.,.,.,.
2011,Stroke,South Dakota,SD,8,0-54,Floating,Nonmetropolitan,.,313023,.,.
2011,Stroke,Utah,UT,8,0-54,Floating,Nonmetropolitan,.,236989,.,.
2011,Stroke,Vermont,VT,1,0-54,Floating,Nonmetropolitan,.,278860,.,.
2011,Stroke,Wyoming,WY,8,0-54,Floating,Nonmetropolitan,.,293574,.,.
2011,Stroke,Colorado,CO,8,0-54,Floating,Nonmetropolitan,12,490362,10,2
2011,Stroke,Montana,MT,8,0-54,Floating,Nonmetropolitan,12,445135,10,2
2011,Stroke,Idaho,ID,10,0-54,Floating,Nonmetropolitan,13,399465,8,5
2011,Stroke,Oregon,OR,10,0-54,Floating,Nonmetropolitan,13,426045,9,4
2011,Stroke,Washington,WA,10,0-54,Floating,Nonmetropolitan,14,477519,10,4
2011,Stroke,Nebraska,NE,7,0-54,Floating,Nonmetropolitan,15,462693,10,5
2011,Stroke,Maine,ME,1,0-54,Floating,Nonmetropolitan,16,362442,9,7
2011,Stroke,West Virginia,WV,3,0-54,Floating,Nonmetropolitan,18,483919,11,7
2011,Stroke,California,CA,9,0-54,Floating,Nonmetropolitan,20,559701,12,8
2011,Stroke,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,21,1037701,23,3
2011,Stroke,New Mexico,NM,6,0-54,Floating,Nonmetropolitan,22,502366,10,12
2011,Stroke,Florida,FL,4,0-54,Floating,Nonmetropolitan,23,491378,11,12
2011,Stroke,Iowa,IA,7,0-54,Floating,Nonmetropolitan,23,883077,19,4
2011,Stroke,Minnesota,MN,5,0-54,Floating,Nonmetropolitan,24,847283,19,7
2011,Stroke,New York,NY,2,0-54,Floating,Nonmetropolitan,25,992281,22,5
2011,Stroke,Kansas,KS,7,0-54,Floating,Nonmetropolitan,26,681842,14,12
2011,Stroke,Pennsylvania,PA,3,0-54,Floating,Nonmetropolitan,37,1024169,23,14
2011,Stroke,Louisiana,LA,6,0-54,Floating,Nonmetropolitan,39,570488,12,27
2011,Stroke,Illinois,IL,5,0-54,Floating,Nonmetropolitan,43,1051966,23,20
2011,Stroke,Indiana,IN,5,0-54,Floating,Nonmetropolitan,43,1056916,23,20
2011,Stroke,Virginia,VA,3,0-54,Floating,Nonmetropolitan,49,713817,16,33
2011,Stroke,South Carolina,SC,4,0-54,Floating,Nonmetropolitan,50,529136,11,39
2011,Stroke,Missouri,MO,7,0-54,Floating,Nonmetropolitan,52,1088281,23,29
2011,Stroke,Michigan,MI,5,0-54,Floating,Nonmetropolitan,54,1233259,27,27
2011,Stroke,Alabama,AL,4,0-54,Floating,Nonmetropolitan,59,825289,17,42
2011,Stroke,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,65,806091,17,48
2011,Stroke,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,66,959731,20,46
2011,Stroke,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,68,1319468,28,40
2011,Stroke,Georgia,GA,4,0-54,Floating,Nonmetropolitan,69,1294215,27,42
2011,Stroke,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,70,1032387,22,48
2011,Stroke,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,76,1539549,33,43
2011,Stroke,Ohio,OH,5,0-54,Floating,Nonmetropolitan,77,1696075,36,41
2011,Stroke,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,96,1202075,24,72
2011,Stroke,Texas,TX,6,0-54,Floating,Nonmetropolitan,115,2154031,44,71
2012,Stroke,Alaska,AK,10,0-54,Floating,Nonmetropolitan,.,181840,.,.
2012,Stroke,Arizona,AZ,9,0-54,Floating,Nonmetropolitan,.,246022,.,.
2012,Stroke,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,.,125490,.,.
2012,Stroke,Delaware,DE,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2012,Stroke,"District ofColumbia",DC,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2012,Stroke,Maine,ME,1,0-54,Floating,Nonmetropolitan,.,356591,.,.
2012,Stroke,Maryland,MD,3,0-54,Floating,Nonmetropolitan,.,100603,.,.
2012,Stroke,Massachusetts,MA,1,0-54,Floating,Nonmetropolitan,.,65763,.,.
2012,Stroke,Nebraska,NE,7,0-54,Floating,Nonmetropolitan,.,459173,.,.
2012,Stroke,Nevada,NV,9,0-54,Floating,Nonmetropolitan,.,183119,.,.
2012,Stroke,New Hampshire,NH,1,0-54,Floating,Nonmetropolitan,.,333745,.,.
2012,Stroke,New Jersey,NJ,2,0-54,Floating,Nonmetropolitan,.,.,.,.
2012,Stroke,North Dakota,ND,8,0-54,Floating,Nonmetropolitan,.,247206,.,.
2012,Stroke,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,.,.,.,.
2012,Stroke,South Dakota,SD,8,0-54,Floating,Nonmetropolitan,.,312269,.,.
2012,Stroke,Utah,UT,8,0-54,Floating,Nonmetropolitan,.,237012,.,.
2012,Stroke,Washington,WA,10,0-54,Floating,Nonmetropolitan,.,473594,.,.
2012,Stroke,Wyoming,WY,8,0-54,Floating,Nonmetropolitan,.,294225,.,.
2012,Stroke,Idaho,ID,10,0-54,Floating,Nonmetropolitan,10,393693,8,2
2012,Stroke,Montana,MT,8,0-54,Floating,Nonmetropolitan,10,443634,9,1
2012,Stroke,Colorado,CO,8,0-54,Floating,Nonmetropolitan,11,483865,10,2
2012,Stroke,Hawaii,HI,9,0-54,Floating,Nonmetropolitan,11,175128,4,7
2012,Stroke,Oregon,OR,10,0-54,Floating,Nonmetropolitan,11,420698,9,2
2012,Stroke,Vermont,VT,1,0-54,Floating,Nonmetropolitan,11,274177,6,5
2012,Stroke,Kansas,KS,7,0-54,Floating,Nonmetropolitan,18,679473,14,4
2012,Stroke,New Mexico,NM,6,0-54,Floating,Nonmetropolitan,18,498003,10,8
2012,Stroke,Iowa,IA,7,0-54,Floating,Nonmetropolitan,20,873304,19,2
2012,Stroke,West Virginia,WV,3,0-54,Floating,Nonmetropolitan,20,477989,10,10
2012,Stroke,California,CA,9,0-54,Floating,Nonmetropolitan,21,548509,12,9
2012,Stroke,Minnesota,MN,5,0-54,Floating,Nonmetropolitan,24,836571,18,6
2012,Stroke,Florida,FL,4,0-54,Floating,Nonmetropolitan,26,484806,10,16
2012,Stroke,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,28,1021994,23,5
2012,Stroke,Pennsylvania,PA,3,0-54,Floating,Nonmetropolitan,32,1009451,22,10
2012,Stroke,South Carolina,SC,4,0-54,Floating,Nonmetropolitan,34,520691,11,23
2012,Stroke,Illinois,IL,5,0-54,Floating,Nonmetropolitan,41,1037356,22,19
2012,Stroke,New York,NY,2,0-54,Floating,Nonmetropolitan,41,980717,21,20
2012,Stroke,Louisiana,LA,6,0-54,Floating,Nonmetropolitan,44,566331,11,33
2012,Stroke,Michigan,MI,5,0-54,Floating,Nonmetropolitan,44,1213276,26,18
2012,Stroke,Virginia,VA,3,0-54,Floating,Nonmetropolitan,44,703385,16,28
2012,Stroke,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,49,798773,17,32
2012,Stroke,Indiana,IN,5,0-54,Floating,Nonmetropolitan,50,1045319,22,28
2012,Stroke,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,54,955901,19,35
2012,Stroke,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,57,1023396,22,35
2012,Stroke,Missouri,MO,7,0-54,Floating,Nonmetropolitan,60,1078384,22,38
2012,Stroke,Ohio,OH,5,0-54,Floating,Nonmetropolitan,62,1671721,35,27
2012,Stroke,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,64,1305066,27,37
2012,Stroke,Alabama,AL,4,0-54,Floating,Nonmetropolitan,73,816079,17,56
2012,Stroke,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,75,1527390,32,43
2012,Stroke,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,88,1189767,24,64
2012,Stroke,Georgia,GA,4,0-54,Floating,Nonmetropolitan,92,1282296,26,66
2012,Stroke,Texas,TX,6,0-54,Floating,Nonmetropolitan,120,2142313,43,77
2013,Stroke,Alaska,AK,10,0-54,Floating,Nonmetropolitan,.,180353,.,.
2013,Stroke,Arizona,AZ,9,0-54,Floating,Nonmetropolitan,.,242615,.,.
2013,Stroke,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,.,123226,.,.
2013,Stroke,Delaware,DE,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2013,Stroke,"District ofColumbia",DC,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2013,Stroke,Maine,ME,1,0-54,Floating,Nonmetropolitan,.,350166,.,.
2013,Stroke,Maryland,MD,3,0-54,Floating,Nonmetropolitan,.,99096,.,.
2013,Stroke,Massachusetts,MA,1,0-54,Floating,Nonmetropolitan,.,64862,.,.
2013,Stroke,Montana,MT,8,0-54,Floating,Nonmetropolitan,.,443727,.,.
2013,Stroke,New Hampshire,NH,1,0-54,Floating,Nonmetropolitan,.,329184,.,.
2013,Stroke,New Jersey,NJ,2,0-54,Floating,Nonmetropolitan,.,.,.,.
2013,Stroke,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,.,.,.,.
2013,Stroke,Utah,UT,8,0-54,Floating,Nonmetropolitan,.,238271,.,.
2013,Stroke,Wyoming,WY,8,0-54,Floating,Nonmetropolitan,.,293491,.,.
2013,Stroke,Idaho,ID,10,0-54,Floating,Nonmetropolitan,10,391174,7,4
2013,Stroke,Vermont,VT,1,0-54,Floating,Nonmetropolitan,10,270594,6,4
2013,Stroke,Hawaii,HI,9,0-54,Floating,Nonmetropolitan,11,175342,3,8
2013,Stroke,Nebraska,NE,7,0-54,Floating,Nonmetropolitan,12,455568,9,3
2013,Stroke,Nevada,NV,9,0-54,Floating,Nonmetropolitan,13,181897,4,9
2013,Stroke,North Dakota,ND,8,0-54,Floating,Nonmetropolitan,13,257582,5,8
2013,Stroke,New Mexico,NM,6,0-54,Floating,Nonmetropolitan,14,495994,9,5
2013,Stroke,Oregon,OR,10,0-54,Floating,Nonmetropolitan,14,415824,8,6
2013,Stroke,Washington,WA,10,0-54,Floating,Nonmetropolitan,14,468153,9,7
2013,Stroke,South Dakota,SD,8,0-54,Floating,Nonmetropolitan,15,312330,6,9
2013,Stroke,Colorado,CO,8,0-54,Floating,Nonmetropolitan,18,479371,9,9
2013,Stroke,Minnesota,MN,5,0-54,Floating,Nonmetropolitan,18,828878,16,3
2013,Stroke,West Virginia,WV,3,0-54,Floating,Nonmetropolitan,18,472669,10,8
2013,Stroke,California,CA,9,0-54,Floating,Nonmetropolitan,19,537633,11,8
2013,Stroke,Florida,FL,4,0-54,Floating,Nonmetropolitan,21,479122,9,12
2013,Stroke,Iowa,IA,7,0-54,Floating,Nonmetropolitan,21,864824,17,4
2013,Stroke,Kansas,KS,7,0-54,Floating,Nonmetropolitan,24,672563,12,12
2013,Stroke,New York,NY,2,0-54,Floating,Nonmetropolitan,25,966465,20,5
2013,Stroke,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,28,1009994,21,7
2013,Stroke,Illinois,IL,5,0-54,Floating,Nonmetropolitan,32,1024041,20,14
2013,Stroke,Pennsylvania,PA,3,0-54,Floating,Nonmetropolitan,36,996477,20,16
2013,Stroke,Louisiana,LA,6,0-54,Floating,Nonmetropolitan,39,559910,10,29
2013,Stroke,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,39,955986,17,22
2013,Stroke,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,40,789281,15,25
2013,Stroke,Indiana,IN,5,0-54,Floating,Nonmetropolitan,44,1036522,20,24
2013,Stroke,South Carolina,SC,4,0-54,Floating,Nonmetropolitan,44,514036,10,34
2013,Stroke,Michigan,MI,5,0-54,Floating,Nonmetropolitan,45,1197070,24,21
2013,Stroke,Virginia,VA,3,0-54,Floating,Nonmetropolitan,48,694791,14,34
2013,Stroke,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,51,1015773,20,31
2013,Stroke,Missouri,MO,7,0-54,Floating,Nonmetropolitan,52,1070274,20,32
2013,Stroke,Alabama,AL,4,0-54,Floating,Nonmetropolitan,55,806042,15,40
2013,Stroke,Ohio,OH,5,0-54,Floating,Nonmetropolitan,61,1654072,32,29
2013,Stroke,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,70,1293264,25,45
2013,Stroke,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,71,1183206,22,49
2013,Stroke,Georgia,GA,4,0-54,Floating,Nonmetropolitan,81,1268624,24,57
2013,Stroke,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,83,1512244,29,54
2013,Stroke,Texas,TX,6,0-54,Floating,Nonmetropolitan,103,2132463,39,64
2014,Stroke,Alaska,AK,10,0-54,Floating,Nonmetropolitan,.,179086,.,.
2014,Stroke,Arizona,AZ,9,0-54,Floating,Nonmetropolitan,.,241698,.,.
2014,Stroke,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,.,120036,.,.
2014,Stroke,Delaware,DE,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2014,Stroke,"District ofColumbia",DC,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2014,Stroke,Hawaii,HI,9,0-54,Floating,Nonmetropolitan,.,176878,.,.
2014,Stroke,Maryland,MD,3,0-54,Floating,Nonmetropolitan,.,97691,.,.
2014,Stroke,Massachusetts,MA,1,0-54,Floating,Nonmetropolitan,.,64374,.,.
2014,Stroke,Nevada,NV,9,0-54,Floating,Nonmetropolitan,.,180108,.,.
2014,Stroke,New Hampshire,NH,1,0-54,Floating,Nonmetropolitan,.,324622,.,.
2014,Stroke,New Jersey,NJ,2,0-54,Floating,Nonmetropolitan,.,.,.,.
2014,Stroke,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,.,.,.,.
2014,Stroke,South Dakota,SD,8,0-54,Floating,Nonmetropolitan,.,311414,.,.
2014,Stroke,Utah,UT,8,0-54,Floating,Nonmetropolitan,.,239908,.,.
2014,Stroke,Vermont,VT,1,0-54,Floating,Nonmetropolitan,.,266363,.,.
2014,Stroke,Idaho,ID,10,0-54,Floating,Nonmetropolitan,10,391393,7,5
2014,Stroke,Nebraska,NE,7,0-54,Floating,Nonmetropolitan,10,451713,9,3
2014,Stroke,Washington,WA,10,0-54,Floating,Nonmetropolitan,11,466331,9,4
2014,Stroke,North Dakota,ND,8,0-54,Floating,Nonmetropolitan,12,264480,5,7
2014,Stroke,Wyoming,WY,8,0-54,Floating,Nonmetropolitan,12,291480,5,7
2014,Stroke,California,CA,9,0-54,Floating,Nonmetropolitan,13,532971,11,3
2014,Stroke,Colorado,CO,8,0-54,Floating,Nonmetropolitan,13,475611,9,5
2014,Stroke,Maine,ME,1,0-54,Floating,Nonmetropolitan,13,344714,7,6
2014,Stroke,Montana,MT,8,0-54,Floating,Nonmetropolitan,13,444376,9,4
2014,Stroke,Minnesota,MN,5,0-54,Floating,Nonmetropolitan,16,820436,16,0
2014,Stroke,New Mexico,NM,6,0-54,Floating,Nonmetropolitan,17,493888,9,8
2014,Stroke,New York,NY,2,0-54,Floating,Nonmetropolitan,18,951804,19,0
2014,Stroke,Oregon,OR,10,0-54,Floating,Nonmetropolitan,21,413500,8,13
2014,Stroke,West Virginia,WV,3,0-54,Floating,Nonmetropolitan,23,467476,9,14
2014,Stroke,Illinois,IL,5,0-54,Floating,Nonmetropolitan,26,1008726,20,6
2014,Stroke,Iowa,IA,7,0-54,Floating,Nonmetropolitan,26,856368,17,9
2014,Stroke,Florida,FL,4,0-54,Floating,Nonmetropolitan,27,476657,9,18
2014,Stroke,Kansas,KS,7,0-54,Floating,Nonmetropolitan,28,665699,12,16
2014,Stroke,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,30,997420,21,9
2014,Stroke,Pennsylvania,PA,3,0-54,Floating,Nonmetropolitan,32,983484,20,12
2014,Stroke,Virginia,VA,3,0-54,Floating,Nonmetropolitan,33,684613,14,19
2014,Stroke,Louisiana,LA,6,0-54,Floating,Nonmetropolitan,34,555512,10,24
2014,Stroke,Oklahoma,OK,6,0-54,Floating,Nonmetropolitan,34,954240,18,16
2014,Stroke,South Carolina,SC,4,0-54,Floating,Nonmetropolitan,43,508244,10,33
2014,Stroke,Arkansas,AR,6,0-54,Floating,Nonmetropolitan,44,778984,15,29
2014,Stroke,Michigan,MI,5,0-54,Floating,Nonmetropolitan,46,1184462,24,22
2014,Stroke,Indiana,IN,5,0-54,Floating,Nonmetropolitan,53,1027756,20,33
2014,Stroke,Missouri,MO,7,0-54,Floating,Nonmetropolitan,56,1061440,20,36
2014,Stroke,Kentucky,KY,4,0-54,Floating,Nonmetropolitan,63,1285518,25,38
2014,Stroke,Alabama,AL,4,0-54,Floating,Nonmetropolitan,67,798175,15,52
2014,Stroke,Ohio,OH,5,0-54,Floating,Nonmetropolitan,69,1636042,32,37
2014,Stroke,Tennessee,TN,4,0-54,Floating,Nonmetropolitan,72,1011322,20,52
2014,Stroke,North Carolina,NC,4,0-54,Floating,Nonmetropolitan,74,1497102,29,45
2014,Stroke,Georgia,GA,4,0-54,Floating,Nonmetropolitan,77,1258285,24,53
2014,Stroke,Mississippi,MS,4,0-54,Floating,Nonmetropolitan,86,1171198,22,64
2014,Stroke,Texas,TX,6,0-54,Floating,Nonmetropolitan,117,2129524,39,78
2015,Stroke,Alaska,AK,10,0-54,Floating,Nonmetropolitan,.,171390,.,.
2015,Stroke,Arizona,AZ,9,0-54,Floating,Nonmetropolitan,.,238706,.,.
2015,Stroke,Connecticut,CT,1,0-54,Floating,Nonmetropolitan,.,117477,.,.
2015,Stroke,Delaware,DE,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Stroke,"District ofColumbia",DC,3,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Stroke,Hawaii,HI,9,0-54,Floating,Nonmetropolitan,.,178026,.,.
2015,Stroke,Maryland,MD,3,0-54,Floating,Nonmetropolitan,.,96236,.,.
2015,Stroke,Massachusetts,MA,1,0-54,Floating,Nonmetropolitan,.,63384,.,.
2015,Stroke,Montana,MT,8,0-54,Floating,Nonmetropolitan,.,445861,.,.
2015,Stroke,Nebraska,NE,7,0-54,Floating,Nonmetropolitan,.,448632,.,.
2015,Stroke,Nevada,NV,9,0-54,Floating,Nonmetropolitan,.,177298,.,.
2015,Stroke,New Hampshire,NH,1,0-54,Floating,Nonmetropolitan,.,320408,.,.
2015,Stroke,New Jersey,NJ,2,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Stroke,Rhode Island,RI,1,0-54,Floating,Nonmetropolitan,.,.,.,.
2015,Stroke,South Dakota,SD,8,0-54,Floating,Nonmetropolitan,.,298140,.,.
2015,Stroke,Utah,UT,8,0-54,Floating,Nonmetropolitan,.,242457,.,.
2015,Stroke,Vermont,VT,1,0-54,Floating,Nonmetropolitan,.,262398,.,.
2015,Stroke,Idaho,ID,10,0-54,Floating,Nonmetropolitan,10,390842,7,3
2015,Stroke,North Dakota,ND,8,0-54,Floating,Nonmetropolitan,10,272348,5,6
2015,Stroke,Oregon,OR,10,0-54,Floating,Nonmetropolitan,10,414005,8,2
2015,Stroke,Colorado,CO,8,0-54,Floating,Nonmetropolitan,12,474430,9,4
2015,Stroke,Washington,WA,10,0-54,Floating,Nonmetropolitan,12,466658,9,5
2015,Stroke,Wyoming,WY,8,0-54,Floating,Nonmetropolitan,12,289733,5,7
2015,Stroke,Maine,ME,1,0-54,Floating,Nonmetropolitan,13,339349,7,6
2015,Stroke,Florida,FL,4,0-54,Floating,Nonmetropolitan,16,474326,9,7
2015,Stroke,New Mexico,NM,6,0-54,Floating,Nonmetropolitan,17,491811,9,8
2015,Stroke,California,CA,9,0-54,Floating,Nonmetropolitan,18,528118,10,8
2015,Stroke,Kansas,KS,7,0-54,Floating,Nonmetropolitan,20,657259,12,8
2015,Stroke,Wisconsin,WI,5,0-54,Floating,Nonmetropolitan,20,983915,20,1
2015,Stroke,Minnesota,MN,5,0-54,Floating,Nonmetropolitan,21,813205,16,5
2015,Stroke,New York,NY,2,0-54,Floating,Nonmetropolitan,21,934683,19,2
2015,Stroke,West Virginia,WV,3,0-54,Floating,Nonmetropolitan,24,460798,9,15
